wpid,userid,ave_good_3ms,revert_count_3ms,time,death,newcomer_registyear,today,lastedit_tillend,last_censored,last_edit,event_newcomers,first_edit_type,first_edit_type3,first_eventedit_article,first_eventedit_date,registration,article_edits,article_sizediff,unique_articles,first_edit,betweenness,betweenness_norm,closeness_norm,degree,degree_norm,Indegree,Indegree_norm,Outdegree,Outdegree_norm,weighted_degree,weighted_Indegree,weighted_Outdegree,eigen,event,revert_count,revert_ratio,ave_true,before_ave_sizediff,before_article_sizediff,before_unique_articles,before_article_count,before_edit_count,before_talk_count,before_user_count,before_usertalk_count
Jmvilla1509,21723444,0,0,8,1,2014,7/7/14,1195,10/14/17,7/7/14,1,1,1,2014 FIFA World Cup squads,7/7/14,6/29/14,1,-1,1,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,fifa,1,1,0.777226182,-0.99990001,-0.99990001,1,1,1,0,0,0
John Milton Nagel,22854370,0,0,0,1,2014,10/15/14,1093,10/12/17,10/15/14,1,1,1,Ebola virus cases in the United States,10/15/14,10/15/14,2,147.5,1,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,ebola,0,0,0.34912829,147.4926254,147.4926254,1,2,2,0,0,0
Johnmirenda,21631128,0,0,17,1,2014,7/3/14,1199,10/14/17,7/3/14,0,2,2,2014 FIFA World Cup knockout stage,7/3/14,6/16/14,4,62.25,2,2,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,fifa,0,0,0.638552467,62.24844379,62.24844379,2,4,4,0,0,0
Jon Stakes,21746499,0,0,20,1,2014,7/22/14,1180,10/14/17,7/22/14,1,3,3,Talk:List of 2014 FIFA World Cup controversies,7/2/14,7/2/14,1,-453,1,3,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,fifa,1,1,0.563060857,362.9967,-452.9547045,1,1,11,9,0,0
Josephdavoudzadeh,21633531,0,0,0,1,2014,6/17/14,1215,10/14/17,6/17/14,1,1,1,2014 FIFA World Cup statistics,6/17/14,6/17/14,1,0,1,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,fifa,0,0,0.775625788,0,0,1,1,1,0,0,0
Josephp18810,25627763,0,0,7,1,2015,7/5/15,837,10/19/17,7/5/15,0,2,2,Shooting of Tamir Rice,7/5/15,6/28/15,3,-28.66666667,2,2,0,0,0.00050226,1,0.000502513,1,0.000502513,0,0,1,1,0,7.48E-08,blm,1,0.333333333,0.552324352,-28.66571114,-28.66571114,2,3,3,0,0,0
Joshephpeterson,26331924,0,0,0,1,2015,9/23/15,757,10/19/17,9/23/15,1,1,1,2015 Baltimore protests,9/23/15,9/23/15,1,36,1,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,blm,1,1,0.02232327,35.99640036,35.99640036,1,1,1,0,0,0
Jrdrew102,25612250,0,0,0,1,2015,6/26/15,846,10/19/17,6/26/15,1,1,1,Shooting of Michael Brown,6/26/15,6/26/15,1,-5071,1,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,blm,1,1,0.712988102,-5070.492951,-5070.492951,1,1,1,0,0,0
Jsoik,23255479,0,0,0,1,2014,11/22/14,1055,10/12/17,11/22/14,1,1,1,Ebola virus disease,11/22/14,11/22/14,1,199,1,1,0,0,0.00050226,1,0.000502513,1,0.000502513,0,0,1,1,0,0,ebola,1,1,0.149999012,198.980102,198.980102,1,1,1,0,0,0
JT2958,22138907,0.832441785,1,1130,1,2014,9/12/17,37,10/19/17,9/12/17,0,3,3,Ferguson unrest,11/30/14,8/9/14,19,337.5789474,11,3,0,0,0.00050226,1,0.000502513,1,0.000502513,0,0,1,1,0,0,blm,1,0.052631579,0.832441785,357.7928441,0,0,0,5,5,0,0
JupiterSaturnw,21580502,0,0,0,1,2014,6/8/14,1224,10/14/17,6/8/14,1,1,1,2014 FIFA World Cup broadcasting rights,6/8/14,6/8/14,1,-66,1,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,fifa,0,0,0.860600156,-65.99340066,-65.99340066,1,1,1,0,0,0
Justice2001,25832095,0,0,0,1,2015,7/23/15,819,10/19/17,7/23/15,1,1,1,Death of Sandra Bland,7/23/15,7/23/15,8,138,1,1,0,0,0.00050226,1,0.000502513,1,0.000502513,0,0,1,1,0,0,blm,2,0.25,0.444631309,137.998275,137.998275,1,8,8,0,0,0
JusticeForFreddieGray,25086134,0,0,0,1,2015,5/6/15,897,10/19/17,5/6/15,1,1,1,Death of Freddie Gray,5/6/15,5/6/15,3,104.3333333,1,1,5,1.26E-06,0.000503523,3,0.001507538,2,0.001005025,1,0.000502513,6,5,1,0,blm,3,1,0.464445534,119.9970001,104.3298557,1,3,4,0,0,1
Justincase1992,23365561,0,0,13,1,2014,12/15/14,1039,10/19/17,12/15/14,0,2,2,Shooting of Michael Brown,12/9/14,12/2/14,66,-2403.212121,7,2,0,0,0.00050226,2,0.001005025,2,0.001005025,0,0,2,2,0,0,blm,6,0.090909091,0.510471785,-2278.981943,-2403.20848,7,66,68,1,0,1
JustSmart14,22203617,0,0,0,1,2014,8/14/14,1162,10/19/17,8/14/14,1,1,1,Shooting of Renisha McBride,8/14/14,8/14/14,1,50,1,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,blm,1,1,0.161951249,49.9950005,49.9950005,1,1,1,0,0,0
Kachiokeke12,24242762,0,0,0,1,2015,2/25/15,960,10/12/17,2/25/15,1,1,1,West African Ebola virus epidemic,2/25/15,2/25/15,1,19,1,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,ebola,0,0,0.673806073,18.99810019,18.99810019,1,1,1,0,0,0
Kaizena,26481923,0.856404602,0,135,1,2015,2/22/16,605,10/19/17,2/22/16,1,1,1,Taiwan independence movement,10/10/15,10/10/15,13,1.923076923,11,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,blm,1,0.076923077,0.708731932,4.749940626,4.749940626,7,8,8,0,0,0
Kakers100,22855597,0,0,13,1,2014,10/28/14,1080,10/12/17,10/28/14,1,1,1,West African Ebola virus epidemic,10/28/14,10/15/14,1,28,1,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,ebola,1,1,0.643828557,27.99720028,27.99720028,1,1,1,0,0,0
Kanye East1234,24300299,0,0,0,1,2015,3/3/15,954,10/12/17,3/3/15,1,1,1,Ebola virus,3/3/15,3/3/15,1,-4776,1,1,0,0,0.00050226,1,0.000502513,1,0.000502513,0,0,1,1,0,5.01E-08,ebola,1,1,0.053152801,-4775.522448,-4775.522448,1,1,1,0,0,0
Kapibara100,24303793,0.978200853,0,821,1,2015,6/1/17,133,10/12/17,6/1/17,0,4,3,Ebola virus cases in the United States,3/3/15,3/3/15,24,559.2083333,10,3,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,ebola,0,0,0.701699097,258.2368655,257.8987105,6,20,21,0,1,0
Karamonas,21613377,0,0,0,1,2014,6/13/14,1219,10/14/17,6/13/14,1,1,1,2014 FIFA World Cup broadcasting rights,6/13/14,6/13/14,1,81,1,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,fifa,1,1,0.875231526,80.99190081,80.99190081,1,1,1,0,0,0
KH-1,21857263,0.952427629,186,1185,0,2014,10/15/17,-1,10/14/17,10/15/17,0,2,2,20th anniversary of Tiananmen Square protests of 1989,7/18/14,7/18/14,3896,66.14425051,1437,2,78,1.97E-05,0.000508897,21,0.010552764,3,0.001507538,18,0.009045226,51,14,37,0,blm,432,0.056514914,0.945919821,201.8523115,96.98434469,213,320,359,1,2,19
KH-1,21857263,0.952427629,186,1189,0,2014,10/19/17,0,10/19/17,10/19/17,0,2,2,20th anniversary of Tiananmen Square protests of 1989,7/18/14,7/18/14,3896,66.14425051,1437,2,78,1.97E-05,0.000508897,21,0.010552764,3,0.001507538,18,0.009045226,51,14,37,0,blm,432,0.056514914,0.945919821,201.8523115,96.98434469,213,320,359,1,2,19
Kieran P. Clark,22986857,0.742034652,17,325,1,2014,9/17/15,756,10/12/17,9/17/15,0,2,2,Ebola virus disease,11/7/14,10/27/14,32,765.125,17,2,98,2.48E-05,0.000502513,3,0.001507538,2,0.001005025,1,0.000502513,4,3,1,2.10E-07,ebola,20,0.625,0.753362674,920.1362847,1364.107949,6,8,14,4,0,2
Kiwidwj,25596182,0,0,331,1,2015,5/21/16,516,10/19/17,5/21/16,1,1,1,Shooting of Michael Brown,6/25/15,6/25/15,3,269.3333333,1,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,blm,0,0,0.830316644,269.3243559,269.3243559,1,3,3,0,0,0
Kiwifist,24791530,0.772050341,20,908,0,2015,10/10/17,9,10/19/17,10/10/17,0,2,2,"List of killings by law enforcement officers in the United States, November 2012",5/24/15,4/16/15,226,78.47345133,142,2,0,0,0.00050226,1,0.000502513,1,0.000502513,0,0,1,1,0,0.000195397,blm,23,0.102222222,0.750897518,3.281239746,3.281239746,20,32,32,0,0,0
Kowl00n,23237249,0.839419338,0,351,1,2014,11/6/15,706,10/12/17,11/6/15,0,2,2,Responses to the West African Ebola virus epidemic,12/8/14,11/20/14,14,474.2857143,12,2,0,0,0.00050226,1,0.000502513,1,0.000502513,0,0,1,1,0,0,ebola,1,0.071428571,0.802949632,498.5643062,374.8270862,5,6,7,1,0,0
Kravinec,23170157,0,0,0,1,2014,11/13/14,1064,10/12/17,11/13/14,1,1,1,Ebola virus cases in the United States,11/13/14,11/13/14,3,66.66666667,1,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,ebola,3,1,0.619913611,66.66444452,66.66444452,1,3,3,0,0,0
Krimsonquinn,26932106,0,0,3,1,2015,12/3/15,686,10/19/17,12/3/15,1,1,1,Shooting of Ramarley Graham,11/30/15,11/30/15,3,623.6666667,3,1,0,0,0.00050226,1,0.000502513,1,0.000502513,0,0,1,1,0,0,blm,1,0.333333333,0.512584292,120.4281413,623.6458785,3,3,28,0,18,0
Krisdan55,22021075,0,0,0,1,2014,8/2/14,1167,10/12/17,8/2/14,1,1,1,West African Ebola virus epidemic,8/2/14,8/2/14,2,129.5,1,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,ebola,0,0,0.343782435,255.6581447,129.4935253,1,2,3,0,0,0
Kwaks321,22942673,0,0,0,1,2014,10/23/14,1085,10/12/17,10/23/14,1,1,1,Ebola virus cases in the United States,10/23/14,10/23/14,1,-107,1,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,ebola,1,1,0.2461537,-106.9893011,-106.9893011,1,1,1,0,0,0
Kwbeie12,23096918,0,0,0,1,2014,11/7/14,1070,10/12/17,11/7/14,1,1,1,West African Ebola virus epidemic,11/7/14,11/7/14,1,29,1,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,ebola,1,1,0.476968908,28.99710029,28.99710029,1,1,1,0,0,0
Kwoff,22283456,0,0,0,1,2014,8/21/14,1155,10/19/17,8/21/14,1,1,1,Ferguson unrest,8/21/14,8/21/14,2,-0.5,1,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,blm,0,0,0.479522938,-0.499975001,-0.499975001,1,2,2,0,0,0
Kykydani,25640137,0,0,26,1,2015,7/25/15,817,10/19/17,7/25/15,1,1,1,Charleston church shooting,6/29/15,6/29/15,5,31,3,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,blm,0,0,0.492961511,30.99938001,30.99938001,3,5,5,0,0,0
Kyle Lynch15,25074101,0,0,0,1,2015,5/5/15,898,10/19/17,5/5/15,1,1,1,Death of Freddie Gray,5/5/15,5/5/15,2,1698.5,1,1,0,0,0.00050226,1,0.000502513,1,0.000502513,0,0,1,1,0,0,blm,2,1,0.320050037,1698.415079,1698.415079,1,2,2,0,0,0
Landingdude13,20659301,0.803830964,34,1355,0,2014,10/14/17,0,10/14/17,10/14/17,0,2,2,2014 FIFA World Cup Brazil (video game),2/7/14,1/28/14,5086,17.20723555,2750,2,0,0,0.00050226,2,0.001005025,2,0.001005025,0,0,2,2,0,0,fifa,46,0.009090909,0.729337542,9.265285539,9.074467625,1145,1974,2028,0,1,0
Lashantae3,22623851,0,0,16,1,2014,10/8/14,1100,10/12/17,10/8/14,1,1,1,Ebola virus,10/8/14,9/22/14,1,-450,1,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,ebola,1,1,0.180206512,-449.9550045,-449.9550045,1,1,1,0,0,0
Laurel Wreath of Victors,25771936,0.776108782,0,826,0,2015,10/18/17,1,10/19/17,10/18/17,0,2,2,List of accidents and disasters by death toll,8/15/15,7/15/15,239,287.5104603,118,2,0,0,0.000503018,3,0.001507538,0,0,3,0.001507538,3,0,3,0,blm,7,0.029411765,0.650181368,368.069274,385.8867876,79,177,216,3,14,14
Legochima,23626977,0,0,0,1,2014,12/29/14,1025,10/19/17,12/29/14,1,1,1,Death of Eric Garner,12/29/14,12/29/14,1,-1,1,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,blm,1,1,0.516755045,-0.99990001,-0.99990001,1,1,1,0,0,0
Leo Bonilla,21626799,0,0,1133,1,2014,7/23/17,83,10/14/17,7/23/17,1,3,3,2014 FIFA World Cup Group E,6/16/14,6/16/14,11,12.18181818,3,3,0,0,0.000503524,1,0.000502513,0,0,1,0.000502513,1,0,1,0,fifa,0,0,0.714032739,38.66634445,12.18170744,3,11,12,0,0,1
LiciaLace,22119550,0,0,0,1,2014,8/8/14,1168,10/19/17,8/8/14,1,1,1,Death of Eric Garner,8/8/14,8/8/14,2,-7,1,1,0,0,0.00050226,1,0.000502513,1,0.000502513,0,0,1,1,0,0,blm,0,0,0.403170198,-6.999650017,-6.999650017,1,2,2,0,0,0
Lifebiomedguru,22147463,0,0,0,1,2014,8/10/14,1159,10/12/17,8/10/14,1,4,3,Ebola virus,8/10/14,8/10/14,2,311,1,3,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,ebola,0,0,0.665330517,233.9922003,310.9844508,1,2,3,0,1,0
Lilhpster,23384693,0,0,0,1,2014,12/4/14,1050,10/19/17,12/4/14,1,1,1,Death of Eric Garner,12/4/14,12/4/14,1,2,1,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,blm,1,1,0.250923078,1.99980002,1.99980002,1,1,1,0,0,0
Lilnelson1234,23083653,0,0,6,1,2014,11/11/14,1066,10/12/17,11/11/14,1,1,1,Ebola virus,11/11/14,11/5/14,1,38,1,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,ebola,0,0,0.090502208,37.99620038,37.99620038,1,1,1,0,0,0
Liverpool8765,21800893,0,0,18,1,2014,7/28/14,1174,10/14/17,7/28/14,0,2,2,2014 FIFA World Cup Final,7/27/14,7/10/14,25,38.12,12,2,0,0,0.00050226,1,0.000502513,1,0.000502513,0,0,2,2,0,0,fifa,9,0.36,0.542498093,38.5767747,38.11984752,12,25,26,0,0,0
LLBeanBrother,21634751,0.673139932,2,78,1,2014,9/3/14,1135,10/12/17,9/3/14,0,2,2,West African Ebola virus epidemic,7/2/14,6/17/14,31,48.06451613,6,2,0,0,0.00050226,4,0.00201005,4,0.00201005,0,0,8,8,0,0.000197249,ebola,2,0.064516129,0.417764429,48.39983867,49.89637967,6,29,30,0,1,0
Loudaboss,22778809,0,0,1,1,2014,10/9/14,1099,10/12/17,10/9/14,1,1,1,West African Ebola virus epidemic,10/8/14,10/8/14,4,37.75,3,1,0,0,0.00050226,2,0.001005025,2,0.001005025,0,0,2,2,0,0,ebola,4,1,0.253815778,37.74905627,37.74905627,3,4,4,0,0,0
Lowkey40,24991961,0,0,0,1,2015,4/29/15,904,10/19/17,4/29/15,1,1,1,Shooting of Walter Scott,4/29/15,4/29/15,6,-10.66666667,1,1,0,0,0.000674172,2,0.001005025,1,0.000502513,1,0.000502513,2,1,1,0,blm,6,1,0.504920118,20.7139898,-10.66648889,1,6,7,0,0,1
Lucazinzula,22121750,0.733104376,0,60,1,2014,10/7/14,1101,10/12/17,10/7/14,0,2,2,Talk:Ebola virus disease,9/4/14,8/8/14,5,91.8,3,2,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,ebola,2,0.4,0.529238487,167.1966561,93.24766881,2,4,5,1,0,0
LuckyLeftyy,25763355,0,0,13,1,2015,7/26/15,816,10/19/17,7/26/15,0,2,2,Death of Sandra Bland,7/25/15,7/13/15,18,-5200.666667,8,2,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,blm,3,0.166666667,0.49957251,-4142.208445,-5200.637774,8,18,22,4,0,0
Luyg97,21413246,0.856421347,1,155,1,2014,10/18/14,1092,10/14/17,10/18/14,0,2,2,2014 FIFA World Cup,6/20/14,5/16/14,29,66.10344828,16,2,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,fifa,1,0.035714286,0.652149329,33.42833265,33.42833265,13,14,14,0,0,0
M.dajohnna,22747837,0,0,0,1,2014,10/5/14,1103,10/12/17,10/5/14,1,1,1,Ebola virus,10/5/14,10/5/14,1,-15,1,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,ebola,1,1,0.481757815,-14.99850015,-14.99850015,1,1,1,0,0,0
MaddiKadafy,21891220,0.85047726,1,309,1,2014,5/28/15,875,10/19/17,5/28/15,0,4,3,Death of Eric Garner,7/29/14,7/23/14,865,55.52138728,822,3,0,0,0.00050226,1,0.000502513,1,0.000502513,0,0,1,1,0,0,blm,1,0.001169591,0.758458059,61.74672194,55.42686652,476,506,612,0,10,0
Madoti mojeed,21721474,0,0,23,1,2014,7/22/14,1180,10/14/17,7/22/14,1,4,3,2014 FIFA World Cup statistics,7/6/14,6/29/14,2,241,2,3,0,0,0.00050226,3,0.001507538,3,0.001507538,0,0,3,3,0,0,fifa,1,0.5,0.682673249,1168.29439,240.9879506,2,2,3,0,1,0
Mahhon,25099877,0.809106376,0,79,1,2015,7/25/15,810,10/12/17,7/25/15,0,2,2,Ebola virus epidemic in Liberia,5/15/15,5/7/15,119,54.64705882,84,2,0,0,0.00050226,1,0.000502513,1,0.000502513,0,0,1,1,0,0,ebola,4,0.033898305,0.665708467,50.78044652,57.03598465,80,111,123,2,5,4
ManiiMACK,23377834,0,0,0,1,2014,12/3/14,1051,10/19/17,12/3/14,1,1,1,Death of Eric Garner,12/3/14,12/3/14,1,26,1,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,blm,1,1,0.014690858,25.99740026,25.99740026,1,1,1,0,0,0
Mariocarioca22,21556789,0,0,0,1,2014,6/5/14,1227,10/14/17,6/5/14,1,1,1,2014 FIFA World Cup Brazil (video game),6/5/14,6/5/14,2,16,2,1,0,0,0.00050226,1,0.000502513,1,0.000502513,0,0,2,2,0,0,fifa,2,1,0.573339881,15.99920004,15.99920004,2,2,2,0,0,0
Mariquilla1988,22491234,0.629274832,0,261,1,2014,5/29/15,867,10/12/17,5/29/15,1,3,3,Ebola virus disease in Spain,10/9/14,9/10/14,12,37,8,3,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,ebola,0,0,0.610670267,76.39847203,8.499575021,1,2,5,3,0,0
MarkBM,21794115,0,0,1,1,2014,7/10/14,1192,10/14/17,7/10/14,1,5,3,Brazil v Germany (2014 FIFA World Cup),7/9/14,7/9/14,14,-86,1,3,60,1.52E-05,0.000504029,8,0.004020101,5,0.002512563,3,0.001507538,16,8,8,0,fifa,3,0.214285714,0.53948693,469.3742666,-85.99938572,1,14,64,18,0,9
Masterfrac,26388641,0,0,1,1,2015,9/30/15,750,10/19/17,9/30/15,0,2,2,"Hands up, don't shoot",9/30/15,9/29/15,5,-1460.4,4,2,0,0,0.00050226,1,0.000502513,1,0.000502513,0,0,3,3,0,0,blm,5,1,0.24198565,-982.7002471,-1460.370793,4,5,7,0,1,1
Matosizi,21622900,0,0,0,1,2014,6/15/14,1217,10/14/17,6/15/14,1,1,1,2014 FIFA World Cup Group E,6/15/14,6/15/14,1,30,1,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,fifa,1,1,0.788071402,29.9970003,29.9970003,1,1,1,0,0,0
Matthew898,21814693,0.69374501,7,811,1,2014,9/30/16,379,10/14/17,9/30/16,0,2,2,1994 FIFA World Cup Group E,7/12/14,7/12/14,50,-15.86,30,2,0,0,0.00050226,1,0.000502513,1,0.000502513,0,0,1,1,0,1.78E-06,fifa,19,0.387755102,0.598840237,-1.225802497,-3.833320556,19,30,31,0,1,0
Mattoeftering,25896539,0,0,0,1,2015,7/31/15,811,10/19/17,7/31/15,1,1,1,Ferguson unrest,7/31/15,7/31/15,2,2246,1,1,0,0,0.00050226,2,0.001005025,2,0.001005025,0,0,2,2,0,0,blm,2,1,0.366414957,2245.887706,2245.887706,1,2,2,0,0,0
Mattswag5603,24427364,0,0,0,1,2015,3/14/15,943,10/12/17,3/14/15,1,1,1,Ebola virus cases in the United States,3/14/15,3/14/15,1,0,1,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,ebola,0,0,0.444044222,0,0,1,1,1,0,0,0
Mejesik,23054210,0,0,0,1,2014,11/3/14,1074,10/12/17,11/3/14,0,2,2,West African Ebola virus epidemic,11/3/14,11/3/14,4,16,2,2,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,ebola,3,1,0.322082482,15.99960001,15.99960001,2,4,4,0,0,0
Mexanoh,21772591,0,0,0,1,2014,7/6/14,1196,10/14/17,7/6/14,1,1,1,2014 FIFA World Cup knockout stage,7/6/14,7/6/14,1,13,1,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,fifa,1,1,0.65110294,12.99870013,12.99870013,1,1,1,0,0,0
Michael hunter,22655301,0,0,5,1,2014,9/30/14,1108,10/12/17,9/30/14,0,2,2,West African Ebola virus epidemic,9/30/14,9/25/14,18,22.88888889,9,2,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,ebola,14,0.777777778,0.555100422,22.88876173,22.88876173,9,18,18,0,0,0
Mikestrike,21605546,0,0,0,1,2014,6/12/14,1220,10/14/17,6/12/14,1,1,1,2014 FIFA World Cup broadcasting rights,6/12/14,6/12/14,2,46,1,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,fifa,1,0.5,0.881301041,45.99770011,45.99770011,1,2,2,0,0,0
MissKatie89,21641081,0,0,16,1,2014,7/4/14,1196,10/12/17,7/4/14,1,3,3,Ebola virus disease,6/18/14,6/18/14,7,161.2857143,3,3,0,0,0.00050226,1,0.000502513,1,0.000502513,0,0,1,1,0,1.12E-06,ebola,3,0.428571429,0.755947773,341.3735776,161.2834102,3,7,24,14,1,1
Mixo45,21336330,0.803693586,3,1249,0,2014,10/5/17,9,10/14/17,10/5/17,0,2,2,2014 FIFA World Cup squads,6/5/14,5/5/14,30,194.3,7,2,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,fifa,3,0.1,0.767677801,153.3307778,153.3307778,2,6,6,0,0,0
Mj3322,22828071,0.556334431,1,143,1,2014,3/4/15,953,10/12/17,3/4/15,1,1,1,West African Ebola virus epidemic,10/13/14,10/12/14,4,-3.75,3,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,ebola,2,0.5,0.59701513,-3.666544449,-3.666544449,3,3,3,0,0,0
Mjay54,23323345,0,0,0,1,2014,11/28/14,1056,10/19/17,11/28/14,1,1,1,Death of Eric Garner,11/28/14,11/28/14,2,0,1,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,blm,1,0.5,0.400994398,0,0,1,2,2,0,0,0
Mohammad961,21605647,0,0,330,1,2014,5/8/15,890,10/14/17,5/8/15,1,1,1,2014 FIFA World Cup broadcasting rights,6/12/14,6/12/14,9,42.33333333,1,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,fifa,0,0,0.853581957,42.33286297,42.33286297,1,9,9,0,0,0
Mov283br3,26889133,0,0,0,1,2015,11/25/15,694,10/19/17,11/25/15,1,1,1,Shooting of Laquan McDonald,11/25/15,11/25/15,3,23,2,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,blm,0,0,0.697146392,22.99923336,22.99923336,2,3,3,0,0,0
Mpena12,23388826,0,0,14,1,2014,12/18/14,1036,10/19/17,12/18/14,0,2,2,Shooting of Michael Brown,12/18/14,12/4/14,6,653.5,4,2,0,0,0.00050226,2,0.001005025,2,0.001005025,0,0,2,2,0,0,blm,0,0,0.85479256,653.4891085,653.4891085,4,6,6,0,0,0
MPS1992,26860051,0.787569928,9,697,0,2015,10/18/17,1,10/19/17,10/18/17,0,2,2,Hawaiian sovereignty movement,11/22/15,11/21/15,1126,-8.487566607,405,2,3,7.58E-07,0.000503018,3,0.001507538,1,0.000502513,2,0.001005025,4,1,3,0,blm,10,0.008880995,0.698532836,-38.88615203,-15.35387777,167,438,448,5,0,3
MrAtifAyub,23186517,0,0,28,1,2014,12/13/14,1034,10/12/17,12/13/14,1,1,1,Ebola virus,12/13/14,11/15/14,2,3,1,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,ebola,2,1,0.468119113,2.999850007,2.999850007,1,2,2,0,0,0
MrHassanSan,22935515,0,0,5,1,2014,10/27/14,1081,10/12/17,10/27/14,1,1,1,West African Ebola virus epidemic,10/22/14,10/22/14,3,95.33333333,1,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,ebola,0,0,0.729546702,67.24831879,95.33015566,1,3,4,1,0,0
MrMohammed305,21901010,0.878934179,0,325,1,2014,6/14/15,853,10/14/17,6/14/15,1,4,3,2014 FIFA World Cup officials,7/25/14,7/24/14,18,-366.6666667,16,3,0,0,0.000502513,1,0.000502513,0,0,1,0.000502513,1,0,1,0,fifa,2,0.111111111,0.755992036,-628.7643941,-849.1740984,10,11,13,0,1,1
Mrs.Maddys,23400956,0,0,0,1,2014,12/6/14,1041,10/12/17,12/6/14,1,1,1,West African Ebola virus epidemic,12/6/14,12/6/14,1,13,1,1,0,0,0.00050226,1,0.000502513,1,0.000502513,0,0,2,2,0,0,ebola,1,1,0.211092514,12.99870013,12.99870013,1,1,1,0,0,0
Mtchief,21580764,0,0,11,1,2014,6/19/14,1211,10/12/17,6/19/14,1,1,1,West African Ebola virus epidemic,6/8/14,6/8/14,3,130.3333333,1,1,0,0,0.00050226,1,0.000502513,1,0.000502513,0,0,1,1,0,0,ebola,1,0.333333333,0.430390837,258.9948201,130.328989,1,3,5,2,0,0
Mucky Poo,22325480,0.498030459,0,39,1,2014,10/3/14,1105,10/12/17,10/3/14,1,1,1,Ebola virus,8/25/14,8/25/14,4,452.75,1,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,ebola,0,0,0.560829092,1817.818218,1817.818218,1,1,1,0,0,0
Mulderttt,21637755,0,0,404,1,2014,7/26/15,811,10/14/17,7/26/15,1,1,1,2014 FIFA World Cup Group B,6/20/14,6/17/14,1,46,1,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,fifa,1,1,0.875027999,45.99540046,45.99540046,1,1,1,0,0,0
Mundogamesvicioam,21191932,0,0,0,1,2014,4/14/14,1279,10/14/17,4/14/14,1,1,1,2014 FIFA World Cup Brazil (video game),4/14/14,4/14/14,1,12,1,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,fifa,1,1,0.651501832,11.99880012,11.99880012,1,1,1,0,0,0
Murilo12,22055388,0,0,0,1,2014,8/4/14,1165,10/12/17,8/4/14,1,1,1,West African Ebola virus epidemic,8/4/14,8/4/14,2,-117.5,1,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,ebola,1,0.5,0.381513068,-117.4941253,-117.4941253,1,2,2,0,0,0
MusaSaleemPK,21607835,0,0,0,1,2014,6/12/14,1220,10/14/17,6/12/14,1,1,1,2014 FIFA World Cup broadcasting rights,6/12/14,6/12/14,1,58,1,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,fifa,0,0,0.978084868,57.99420058,57.99420058,1,1,1,0,0,0
