wpid,userid,time,death,newcomer_registyear,today,lastedit_tillend,last_censored,last_edit,event_newcomers,first_edit_type,first_edit_type3,first_eventedit_article,first_eventedit_date,registration,article_edits,article_sizediff,unique_articles,first_edit,betweenness,betweenness_norm,closeness_norm,degree,degree_norm,Indegree,Indegree_norm,Outdegree,Outdegree_norm,weighted_degree,weighted_Indegree,weighted_Outdegree,eigen,event,revert_count,revert_ratio,ave_true
Jamesdean32,23581710,0,1,2014,12/25/14,1029,10/19/17,12/25/14,1,1,1,Death of Aiyana Jones,12/25/14,12/25/14,1,-4,1,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,blm,1,1,0.056997138
Jaxst99,23060270,0,1,2014,11/3/14,1074,10/12/17,11/3/14,1,1,1,West African Ebola virus epidemic,11/3/14,11/3/14,1,26,1,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,ebola,0,0,0.320956262
Jc21539,22936038,0,1,2014,10/22/14,1093,10/19/17,10/22/14,1,1,1,Shooting of Michael Brown,10/22/14,10/22/14,1,1278,1,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,blm,0,0,0.959603939
Jetsmoothin,22407763,29,1,2014,10/1/14,1107,10/12/17,10/1/14,0,2,2,Ebola virus,10/1/14,9/2/14,7,29,4,2,0,0,0.00050226,3,0.001507538,3,0.001507538,0,0,4,4,0,0,ebola,7,1,0.215268773
Jhanae Kelly,22057832,0,1,2014,8/4/14,1165,10/12/17,8/4/14,1,1,1,West African Ebola virus epidemic,8/4/14,8/4/14,1,-6,1,1,0,0,0.00050226,1,0.000502513,1,0.000502513,0,0,1,1,0,0,ebola,1,1,0.381692732
Jimbob761,26440004,8,1,2015,10/13/15,737,10/19/17,10/13/15,0,2,2,Ferguson unrest,10/13/15,10/5/15,3,-1324.666667,2,2,0,0,0.00050226,1,0.000502513,1,0.000502513,0,0,1,1,0,0.000195397,blm,3,1,0.449196977
Jimmywagtail01,22487294,350,1,2014,8/25/15,779,10/12/17,8/25/15,0,2,2,Ebola virus disease in Mali,10/29/14,9/9/14,124,391.6532258,50,2,0,0,0.00050226,1,0.000502513,1,0.000502513,0,0,1,1,0,0,ebola,22,0.177419355,0.817132453
Jimothyjones123,22798829,0,1,2014,10/9/14,1099,10/12/17,10/9/14,1,1,1,West African Ebola virus epidemic,10/9/14,10/9/14,1,31,1,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,ebola,1,1,0.304333187
Jjayy138,22411359,35,1,2014,10/7/14,1101,10/12/17,10/7/14,0,4,3,West African Ebola virus epidemic,9/23/14,9/2/14,10,222.2,7,3,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,ebola,2,0.2,0.555367273
JJHk2000,21360819,414,1,2014,6/27/15,840,10/14/17,6/27/15,0,2,2,2014 FIFA World Cup Group A,6/10/14,5/9/14,64,230.109375,21,2,0,0,0.000502765,2,0.001005025,0,0,2,0.001005025,3,0,3,0,fifa,3,0.047619048,0.861500857
JJMC89,24812038,915,0,2015,10/19/17,0,10/19/17,10/19/17,0,2,2,Ryan W. Ferguson,4/27/15,4/18/15,3601,-220.1069147,2762,2,301,7.60E-05,0.000529096,103,0.051758794,3,0.001507538,100,0.050251256,131,3,128,4.21E-06,blm,238,0.066722736,0.969422008
Jlightsky,24352640,459,1,2015,6/8/16,498,10/19/17,6/8/16,1,4,3,Black Lives Matter,3/7/15,3/7/15,5,210.6,4,3,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,blm,0,0,0.72578288
Jlrubin,22545397,1103,0,2014,9/22/17,20,10/12/17,9/22/17,1,1,1,Talk:West African Ebola virus epidemic,10/18/14,9/15/14,4,-36.75,3,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,ebola,0,0,0.726857452
Jmvilla1509,21723444,8,1,2014,7/7/14,1195,10/14/17,7/7/14,1,1,1,2014 FIFA World Cup squads,7/7/14,6/29/14,1,-1,1,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,fifa,1,1,0.777226182
John Milton Nagel,22854370,0,1,2014,10/15/14,1093,10/12/17,10/15/14,1,1,1,Ebola virus cases in the United States,10/15/14,10/15/14,2,147.5,1,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,ebola,0,0,0.34912829
Johnmirenda,21631128,17,1,2014,7/3/14,1199,10/14/17,7/3/14,0,2,2,2014 FIFA World Cup knockout stage,7/3/14,6/16/14,4,62.25,2,2,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,fifa,0,0,0.638552467
Jon Stakes,21746499,20,1,2014,7/22/14,1180,10/14/17,7/22/14,1,3,3,Talk:List of 2014 FIFA World Cup controversies,7/2/14,7/2/14,1,-453,1,3,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,fifa,1,1,0.563060857
Josephdavoudzadeh,21633531,0,1,2014,6/17/14,1215,10/14/17,6/17/14,1,1,1,2014 FIFA World Cup statistics,6/17/14,6/17/14,1,0,1,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,fifa,0,0,0.775625788
Josephp18810,25627763,7,1,2015,7/5/15,837,10/19/17,7/5/15,0,2,2,Shooting of Tamir Rice,7/5/15,6/28/15,3,-28.66666667,2,2,0,0,0.00050226,1,0.000502513,1,0.000502513,0,0,1,1,0,7.48E-08,blm,1,0.333333333,0.552324352
Joshephpeterson,26331924,0,1,2015,9/23/15,757,10/19/17,9/23/15,1,1,1,2015 Baltimore protests,9/23/15,9/23/15,1,36,1,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,blm,1,1,0.02232327
Jrdrew102,25612250,0,1,2015,6/26/15,846,10/19/17,6/26/15,1,1,1,Shooting of Michael Brown,6/26/15,6/26/15,1,-5071,1,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,blm,1,1,0.712988102
Jsoik,23255479,0,1,2014,11/22/14,1055,10/12/17,11/22/14,1,1,1,Ebola virus disease,11/22/14,11/22/14,1,199,1,1,0,0,0.00050226,1,0.000502513,1,0.000502513,0,0,1,1,0,0,ebola,1,1,0.149999012
JT2958,22138907,1130,1,2014,9/12/17,37,10/19/17,9/12/17,0,3,3,Ferguson unrest,11/30/14,8/9/14,19,337.5789474,11,3,0,0,0.00050226,1,0.000502513,1,0.000502513,0,0,1,1,0,0,blm,1,0.052631579,0.832441785
JupiterSaturnw,21580502,0,1,2014,6/8/14,1224,10/14/17,6/8/14,1,1,1,2014 FIFA World Cup broadcasting rights,6/8/14,6/8/14,1,-66,1,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,fifa,0,0,0.860600156
Justice2001,25832095,0,1,2015,7/23/15,819,10/19/17,7/23/15,1,1,1,Death of Sandra Bland,7/23/15,7/23/15,8,138,1,1,0,0,0.00050226,1,0.000502513,1,0.000502513,0,0,1,1,0,0,blm,2,0.25,0.444631309
JusticeForFreddieGray,25086134,0,1,2015,5/6/15,897,10/19/17,5/6/15,1,1,1,Death of Freddie Gray,5/6/15,5/6/15,3,104.3333333,1,1,5,1.26E-06,0.000503523,3,0.001507538,2,0.001005025,1,0.000502513,6,5,1,0,blm,3,1,0.464445534
Justincase1992,23365561,13,1,2014,12/15/14,1039,10/19/17,12/15/14,0,2,2,Shooting of Michael Brown,12/9/14,12/2/14,66,-2403.212121,7,2,0,0,0.00050226,2,0.001005025,2,0.001005025,0,0,2,2,0,0,blm,6,0.090909091,0.510471785
JustSmart14,22203617,0,1,2014,8/14/14,1162,10/19/17,8/14/14,1,1,1,Shooting of Renisha McBride,8/14/14,8/14/14,1,50,1,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,blm,1,1,0.161951249
Kachiokeke12,24242762,0,1,2015,2/25/15,960,10/12/17,2/25/15,1,1,1,West African Ebola virus epidemic,2/25/15,2/25/15,1,19,1,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,ebola,0,0,0.673806073
Kaizena,26481923,135,1,2015,2/22/16,605,10/19/17,2/22/16,1,1,1,Taiwan independence movement,10/10/15,10/10/15,13,1.923076923,11,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,blm,1,0.076923077,0.708731932
Kakers100,22855597,13,1,2014,10/28/14,1080,10/12/17,10/28/14,1,1,1,West African Ebola virus epidemic,10/28/14,10/15/14,1,28,1,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,ebola,1,1,0.643828557
Kanye East1234,24300299,0,1,2015,3/3/15,954,10/12/17,3/3/15,1,1,1,Ebola virus,3/3/15,3/3/15,1,-4776,1,1,0,0,0.00050226,1,0.000502513,1,0.000502513,0,0,1,1,0,5.01E-08,ebola,1,1,0.053152801
Kapibara100,24303793,821,1,2015,6/1/17,133,10/12/17,6/1/17,0,4,3,Ebola virus cases in the United States,3/3/15,3/3/15,24,559.2083333,10,3,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,ebola,0,0,0.701699097
Karamonas,21613377,0,1,2014,6/13/14,1219,10/14/17,6/13/14,1,1,1,2014 FIFA World Cup broadcasting rights,6/13/14,6/13/14,1,81,1,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,fifa,1,1,0.875231526
KH-1,21857263,1185,0,2014,10/15/17,-1,10/14/17,10/15/17,0,2,2,20th anniversary of Tiananmen Square protests of 1989,7/18/14,7/18/14,3896,66.14425051,1437,2,78,1.97E-05,0.000508897,21,0.010552764,3,0.001507538,18,0.009045226,51,14,37,0,blm,432,0.056514914,0.945919821
KH-1,21857263,1189,0,2014,10/19/17,0,10/19/17,10/19/17,0,2,2,20th anniversary of Tiananmen Square protests of 1989,7/18/14,7/18/14,3896,66.14425051,1437,2,78,1.97E-05,0.000508897,21,0.010552764,3,0.001507538,18,0.009045226,51,14,37,0,blm,432,0.056514914,0.945919821
Kieran P. Clark,22986857,325,1,2014,9/17/15,756,10/12/17,9/17/15,0,2,2,Ebola virus disease,11/7/14,10/27/14,32,765.125,17,2,98,2.48E-05,0.000502513,3,0.001507538,2,0.001005025,1,0.000502513,4,3,1,2.10E-07,ebola,20,0.625,0.753362674
Kiwidwj,25596182,331,1,2015,5/21/16,516,10/19/17,5/21/16,1,1,1,Shooting of Michael Brown,6/25/15,6/25/15,3,269.3333333,1,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,blm,0,0,0.830316644
Kiwifist,24791530,908,0,2015,10/10/17,9,10/19/17,10/10/17,0,2,2,"List of killings by law enforcement officers in the United States, November 2012",5/24/15,4/16/15,226,78.47345133,142,2,0,0,0.00050226,1,0.000502513,1,0.000502513,0,0,1,1,0,0.000195397,blm,23,0.102222222,0.750897518
Kowl00n,23237249,351,1,2014,11/6/15,706,10/12/17,11/6/15,0,2,2,Responses to the West African Ebola virus epidemic,12/8/14,11/20/14,14,474.2857143,12,2,0,0,0.00050226,1,0.000502513,1,0.000502513,0,0,1,1,0,0,ebola,1,0.071428571,0.802949632
Kravinec,23170157,0,1,2014,11/13/14,1064,10/12/17,11/13/14,1,1,1,Ebola virus cases in the United States,11/13/14,11/13/14,3,66.66666667,1,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,ebola,3,1,0.619913611
Krimsonquinn,26932106,3,1,2015,12/3/15,686,10/19/17,12/3/15,1,1,1,Shooting of Ramarley Graham,11/30/15,11/30/15,3,623.6666667,3,1,0,0,0.00050226,1,0.000502513,1,0.000502513,0,0,1,1,0,0,blm,1,0.333333333,0.512584292
Krisdan55,22021075,0,1,2014,8/2/14,1167,10/12/17,8/2/14,1,1,1,West African Ebola virus epidemic,8/2/14,8/2/14,2,129.5,1,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,ebola,0,0,0.343782435
Kwaks321,22942673,0,1,2014,10/23/14,1085,10/12/17,10/23/14,1,1,1,Ebola virus cases in the United States,10/23/14,10/23/14,1,-107,1,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,ebola,1,1,0.2461537
Kwbeie12,23096918,0,1,2014,11/7/14,1070,10/12/17,11/7/14,1,1,1,West African Ebola virus epidemic,11/7/14,11/7/14,1,29,1,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,ebola,1,1,0.476968908
Kwoff,22283456,0,1,2014,8/21/14,1155,10/19/17,8/21/14,1,1,1,Ferguson unrest,8/21/14,8/21/14,2,-0.5,1,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,blm,0,0,0.479522938
Kykydani,25640137,26,1,2015,7/25/15,817,10/19/17,7/25/15,1,1,1,Charleston church shooting,6/29/15,6/29/15,5,31,3,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,blm,0,0,0.492961511
Kyle Lynch15,25074101,0,1,2015,5/5/15,898,10/19/17,5/5/15,1,1,1,Death of Freddie Gray,5/5/15,5/5/15,2,1698.5,1,1,0,0,0.00050226,1,0.000502513,1,0.000502513,0,0,1,1,0,0,blm,2,1,0.320050037
Landingdude13,20659301,1355,0,2014,10/14/17,0,10/14/17,10/14/17,0,2,2,2014 FIFA World Cup Brazil (video game),2/7/14,1/28/14,5086,17.20723555,2750,2,0,0,0.00050226,2,0.001005025,2,0.001005025,0,0,2,2,0,0,fifa,46,0.009090909,0.729337542
Lashantae3,22623851,16,1,2014,10/8/14,1100,10/12/17,10/8/14,1,1,1,Ebola virus,10/8/14,9/22/14,1,-450,1,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,ebola,1,1,0.180206512
Laurel Wreath of Victors,25771936,826,0,2015,10/18/17,1,10/19/17,10/18/17,0,2,2,List of accidents and disasters by death toll,8/15/15,7/15/15,239,287.5104603,118,2,0,0,0.000503018,3,0.001507538,0,0,3,0.001507538,3,0,3,0,blm,7,0.029411765,0.650181368
Legochima,23626977,0,1,2014,12/29/14,1025,10/19/17,12/29/14,1,1,1,Death of Eric Garner,12/29/14,12/29/14,1,-1,1,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,blm,1,1,0.516755045
Leo Bonilla,21626799,1133,1,2014,7/23/17,83,10/14/17,7/23/17,1,3,3,2014 FIFA World Cup Group E,6/16/14,6/16/14,11,12.18181818,3,3,0,0,0.000503524,1,0.000502513,0,0,1,0.000502513,1,0,1,0,fifa,0,0,0.714032739
LiciaLace,22119550,0,1,2014,8/8/14,1168,10/19/17,8/8/14,1,1,1,Death of Eric Garner,8/8/14,8/8/14,2,-7,1,1,0,0,0.00050226,1,0.000502513,1,0.000502513,0,0,1,1,0,0,blm,0,0,0.403170198
Lifebiomedguru,22147463,0,1,2014,8/10/14,1159,10/12/17,8/10/14,1,4,3,Ebola virus,8/10/14,8/10/14,2,311,1,3,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,ebola,0,0,0.665330517
Lilhpster,23384693,0,1,2014,12/4/14,1050,10/19/17,12/4/14,1,1,1,Death of Eric Garner,12/4/14,12/4/14,1,2,1,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,blm,1,1,0.250923078
Lilnelson1234,23083653,6,1,2014,11/11/14,1066,10/12/17,11/11/14,1,1,1,Ebola virus,11/11/14,11/5/14,1,38,1,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,ebola,0,0,0.090502208
Liverpool8765,21800893,18,1,2014,7/28/14,1174,10/14/17,7/28/14,0,2,2,2014 FIFA World Cup Final,7/27/14,7/10/14,25,38.12,12,2,0,0,0.00050226,1,0.000502513,1,0.000502513,0,0,2,2,0,0,fifa,9,0.36,0.542498093
LLBeanBrother,21634751,78,1,2014,9/3/14,1135,10/12/17,9/3/14,0,2,2,West African Ebola virus epidemic,7/2/14,6/17/14,31,48.06451613,6,2,0,0,0.00050226,4,0.00201005,4,0.00201005,0,0,8,8,0,0.000197249,ebola,2,0.064516129,0.417764429
Loudaboss,22778809,1,1,2014,10/9/14,1099,10/12/17,10/9/14,1,1,1,West African Ebola virus epidemic,10/8/14,10/8/14,4,37.75,3,1,0,0,0.00050226,2,0.001005025,2,0.001005025,0,0,2,2,0,0,ebola,4,1,0.253815778
Lowkey40,24991961,0,1,2015,4/29/15,904,10/19/17,4/29/15,1,1,1,Shooting of Walter Scott,4/29/15,4/29/15,6,-10.66666667,1,1,0,0,0.000674172,2,0.001005025,1,0.000502513,1,0.000502513,2,1,1,0,blm,6,1,0.504920118
Lucazinzula,22121750,60,1,2014,10/7/14,1101,10/12/17,10/7/14,0,2,2,Talk:Ebola virus disease,9/4/14,8/8/14,5,91.8,3,2,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,ebola,2,0.4,0.529238487
LuckyLeftyy,25763355,13,1,2015,7/26/15,816,10/19/17,7/26/15,0,2,2,Death of Sandra Bland,7/25/15,7/13/15,18,-5200.666667,8,2,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,blm,3,0.166666667,0.49957251
Luyg97,21413246,155,1,2014,10/18/14,1092,10/14/17,10/18/14,0,2,2,2014 FIFA World Cup,6/20/14,5/16/14,29,66.10344828,16,2,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,fifa,1,0.035714286,0.652149329
M.dajohnna,22747837,0,1,2014,10/5/14,1103,10/12/17,10/5/14,1,1,1,Ebola virus,10/5/14,10/5/14,1,-15,1,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,ebola,1,1,0.481757815
MaddiKadafy,21891220,309,1,2014,5/28/15,875,10/19/17,5/28/15,0,4,3,Death of Eric Garner,7/29/14,7/23/14,865,55.52138728,822,3,0,0,0.00050226,1,0.000502513,1,0.000502513,0,0,1,1,0,0,blm,1,0.001169591,0.758458059
Madoti mojeed,21721474,23,1,2014,7/22/14,1180,10/14/17,7/22/14,1,4,3,2014 FIFA World Cup statistics,7/6/14,6/29/14,2,241,2,3,0,0,0.00050226,3,0.001507538,3,0.001507538,0,0,3,3,0,0,fifa,1,0.5,0.682673249
Mahhon,25099877,79,1,2015,7/25/15,810,10/12/17,7/25/15,0,2,2,Ebola virus epidemic in Liberia,5/15/15,5/7/15,119,54.64705882,84,2,0,0,0.00050226,1,0.000502513,1,0.000502513,0,0,1,1,0,0,ebola,4,0.033898305,0.665708467
ManiiMACK,23377834,0,1,2014,12/3/14,1051,10/19/17,12/3/14,1,1,1,Death of Eric Garner,12/3/14,12/3/14,1,26,1,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,blm,1,1,0.014690858
Mariocarioca22,21556789,0,1,2014,6/5/14,1227,10/14/17,6/5/14,1,1,1,2014 FIFA World Cup Brazil (video game),6/5/14,6/5/14,2,16,2,1,0,0,0.00050226,1,0.000502513,1,0.000502513,0,0,2,2,0,0,fifa,2,1,0.573339881
Mariquilla1988,22491234,261,1,2014,5/29/15,867,10/12/17,5/29/15,1,3,3,Ebola virus disease in Spain,10/9/14,9/10/14,12,37,8,3,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,ebola,0,0,0.610670267
MarkBM,21794115,1,1,2014,7/10/14,1192,10/14/17,7/10/14,1,5,3,Brazil v Germany (2014 FIFA World Cup),7/9/14,7/9/14,14,-86,1,3,60,1.52E-05,0.000504029,8,0.004020101,5,0.002512563,3,0.001507538,16,8,8,0,fifa,3,0.214285714,0.53948693
Masterfrac,26388641,1,1,2015,9/30/15,750,10/19/17,9/30/15,0,2,2,"Hands up, don't shoot",9/30/15,9/29/15,5,-1460.4,4,2,0,0,0.00050226,1,0.000502513,1,0.000502513,0,0,3,3,0,0,blm,5,1,0.24198565
Matosizi,21622900,0,1,2014,6/15/14,1217,10/14/17,6/15/14,1,1,1,2014 FIFA World Cup Group E,6/15/14,6/15/14,1,30,1,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,fifa,1,1,0.788071402
Matthew898,21814693,811,1,2014,9/30/16,379,10/14/17,9/30/16,0,2,2,1994 FIFA World Cup Group E,7/12/14,7/12/14,50,-15.86,30,2,0,0,0.00050226,1,0.000502513,1,0.000502513,0,0,1,1,0,1.78E-06,fifa,19,0.387755102,0.598840237
Mattoeftering,25896539,0,1,2015,7/31/15,811,10/19/17,7/31/15,1,1,1,Ferguson unrest,7/31/15,7/31/15,2,2246,1,1,0,0,0.00050226,2,0.001005025,2,0.001005025,0,0,2,2,0,0,blm,2,1,0.366414957
Mattswag5603,24427364,0,1,2015,3/14/15,943,10/12/17,3/14/15,1,1,1,Ebola virus cases in the United States,3/14/15,3/14/15,1,0,1,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,ebola,0,0,0.444044222
Mejesik,23054210,0,1,2014,11/3/14,1074,10/12/17,11/3/14,0,2,2,West African Ebola virus epidemic,11/3/14,11/3/14,4,16,2,2,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,ebola,3,1,0.322082482
Mexanoh,21772591,0,1,2014,7/6/14,1196,10/14/17,7/6/14,1,1,1,2014 FIFA World Cup knockout stage,7/6/14,7/6/14,1,13,1,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,fifa,1,1,0.65110294
Michael hunter,22655301,5,1,2014,9/30/14,1108,10/12/17,9/30/14,0,2,2,West African Ebola virus epidemic,9/30/14,9/25/14,18,22.88888889,9,2,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,ebola,14,0.777777778,0.555100422
Mikestrike,21605546,0,1,2014,6/12/14,1220,10/14/17,6/12/14,1,1,1,2014 FIFA World Cup broadcasting rights,6/12/14,6/12/14,2,46,1,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,fifa,1,0.5,0.881301041
MissKatie89,21641081,16,1,2014,7/4/14,1196,10/12/17,7/4/14,1,3,3,Ebola virus disease,6/18/14,6/18/14,7,161.2857143,3,3,0,0,0.00050226,1,0.000502513,1,0.000502513,0,0,1,1,0,1.12E-06,ebola,3,0.428571429,0.755947773
Mixo45,21336330,1249,0,2014,10/5/17,9,10/14/17,10/5/17,0,2,2,2014 FIFA World Cup squads,6/5/14,5/5/14,30,194.3,7,2,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,fifa,3,0.1,0.767677801
Mj3322,22828071,143,1,2014,3/4/15,953,10/12/17,3/4/15,1,1,1,West African Ebola virus epidemic,10/13/14,10/12/14,4,-3.75,3,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,ebola,2,0.5,0.59701513
Mjay54,23323345,0,1,2014,11/28/14,1056,10/19/17,11/28/14,1,1,1,Death of Eric Garner,11/28/14,11/28/14,2,0,1,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,blm,1,0.5,0.400994398
Mohammad961,21605647,330,1,2014,5/8/15,890,10/14/17,5/8/15,1,1,1,2014 FIFA World Cup broadcasting rights,6/12/14,6/12/14,9,42.33333333,1,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,fifa,0,0,0.853581957
Mov283br3,26889133,0,1,2015,11/25/15,694,10/19/17,11/25/15,1,1,1,Shooting of Laquan McDonald,11/25/15,11/25/15,3,23,2,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,blm,0,0,0.697146392
Mpena12,23388826,14,1,2014,12/18/14,1036,10/19/17,12/18/14,0,2,2,Shooting of Michael Brown,12/18/14,12/4/14,6,653.5,4,2,0,0,0.00050226,2,0.001005025,2,0.001005025,0,0,2,2,0,0,blm,0,0,0.85479256
MPS1992,26860051,697,0,2015,10/18/17,1,10/19/17,10/18/17,0,2,2,Hawaiian sovereignty movement,11/22/15,11/21/15,1126,-8.487566607,405,2,3,7.58E-07,0.000503018,3,0.001507538,1,0.000502513,2,0.001005025,4,1,3,0,blm,10,0.008880995,0.698532836
MrAtifAyub,23186517,28,1,2014,12/13/14,1034,10/12/17,12/13/14,1,1,1,Ebola virus,12/13/14,11/15/14,2,3,1,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,ebola,2,1,0.468119113
MrHassanSan,22935515,5,1,2014,10/27/14,1081,10/12/17,10/27/14,1,1,1,West African Ebola virus epidemic,10/22/14,10/22/14,3,95.33333333,1,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,ebola,0,0,0.729546702
MrMohammed305,21901010,325,1,2014,6/14/15,853,10/14/17,6/14/15,1,4,3,2014 FIFA World Cup officials,7/25/14,7/24/14,18,-366.6666667,16,3,0,0,0.000502513,1,0.000502513,0,0,1,0.000502513,1,0,1,0,fifa,2,0.111111111,0.755992036
Mrs.Maddys,23400956,0,1,2014,12/6/14,1041,10/12/17,12/6/14,1,1,1,West African Ebola virus epidemic,12/6/14,12/6/14,1,13,1,1,0,0,0.00050226,1,0.000502513,1,0.000502513,0,0,2,2,0,0,ebola,1,1,0.211092514
Mtchief,21580764,11,1,2014,6/19/14,1211,10/12/17,6/19/14,1,1,1,West African Ebola virus epidemic,6/8/14,6/8/14,3,130.3333333,1,1,0,0,0.00050226,1,0.000502513,1,0.000502513,0,0,1,1,0,0,ebola,1,0.333333333,0.430390837
Mucky Poo,22325480,39,1,2014,10/3/14,1105,10/12/17,10/3/14,1,1,1,Ebola virus,8/25/14,8/25/14,4,452.75,1,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,ebola,0,0,0.560829092
Mulderttt,21637755,404,1,2014,7/26/15,811,10/14/17,7/26/15,1,1,1,2014 FIFA World Cup Group B,6/20/14,6/17/14,1,46,1,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,fifa,1,1,0.875027999
Mundogamesvicioam,21191932,0,1,2014,4/14/14,1279,10/14/17,4/14/14,1,1,1,2014 FIFA World Cup Brazil (video game),4/14/14,4/14/14,1,12,1,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,fifa,1,1,0.651501832
Murilo12,22055388,0,1,2014,8/4/14,1165,10/12/17,8/4/14,1,1,1,West African Ebola virus epidemic,8/4/14,8/4/14,2,-117.5,1,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,ebola,1,0.5,0.381513068
MusaSaleemPK,21607835,0,1,2014,6/12/14,1220,10/14/17,6/12/14,1,1,1,2014 FIFA World Cup broadcasting rights,6/12/14,6/12/14,1,58,1,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,fifa,0,0,0.978084868
MyEditIsValid,23379465,0,1,2014,12/4/14,1050,10/19/17,12/4/14,1,1,1,Ferguson unrest,12/4/14,12/4/14,2,0,1,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,blm,1,0.5,0.448173139
Nammage,24947538,783,1,2015,6/17/17,124,10/19/17,6/17/17,0,2,2,Ryan W. Ferguson,5/13/15,4/26/15,50,-0.24,43,2,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,blm,1,0.02,0.705829919
Nauzemophonic,22709814,0,1,2014,10/1/14,1107,10/12/17,10/1/14,1,1,1,Ebola virus,10/1/14,10/1/14,1,30,1,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,ebola,1,1,0.079383283
Necent,26783598,0,1,2015,11/13/15,706,10/19/17,11/13/15,1,1,1,2015ã¢_Ü__16 University of Missouri protests,11/13/15,11/13/15,1,103,1,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,blm,1,1,0.110601513
NekoKatsun,23242057,1064,0,2014,10/19/17,0,10/19/17,10/19/17,0,4,3,Death of Aaliyah,11/26/14,11/20/14,153,782.9542484,111,3,504,0.000127334,0.000671516,6,0.003015075,1,0.000502513,5,0.002512563,6,1,5,3.69E-05,blm,7,0.046357616,0.758134693
Nelson Joel,23088697,0,1,2014,11/6/14,1071,10/12/17,11/6/14,1,1,1,Ebola virus cases in the United States,11/6/14,11/6/14,2,0,1,1,0,0,0.00050226,1,0.000502513,1,0.000502513,0,0,1,1,0,0,ebola,0,0,0.49023606
NetworkOP,23595433,725,1,2014,12/20/16,296,10/12/17,12/20/16,0,5,3,Ebola virus disease,1/1/15,12/26/14,126,204.1507937,60,3,6549,0.001654578,0.000690154,55,0.027638191,13,0.006532663,42,0.021105528,94,37,57,0.006729013,ebola,8,0.063492063,0.83022769
