wpid,userid,register,event_newcomers,is_in_event,time,death,user_type,before_time_span,before_ave_sizediff,before_article_sizediff,before_unique_articles,before_article_count,before_edit_count,before_talk_count,before_user_count,before_usertalk_count,after_time_span,after_ave_sizediff,after_article_sizediff,after_unique_articles,after_article_count,after_edit_count,after_talk_count,after_user_count,after_usertalk_count,event,first_edit_type3
Ogramzes,21774013,7/7/14,0,1,6,1,0,6,39.33202227,32.49837508,2,2,3,0,0,1,0,0,0,0,0,0,0,0,0,FIFA,2
Oiyarbepsy,21840846,7/16/14,0,1,1161,0,0,30,425.3232582,-44.40750959,238,319,699,39,32,195,1130,36.59031133,-77.77016133,5658,7514,18104,1731,2614,2585,FIFA,2
OliwierEOB,21660035,6/20/14,1,1,8,1,1,8,149.4925254,-59.9940006,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,FIFA,1
Olympiads are best,21846768,7/16/14,0,1,1,1,0,1,80.57027757,73.99876669,4,6,7,0,0,1,0,0,0,0,0,0,0,0,0,FIFA,2
Omuhnate,21723336,6/29/14,1,1,31,1,1,0,0,0,1,1,1,0,0,0,0,-31.99680032,-31.99680032,1,1,1,0,0,0,FIFA,1
Ooebbbbyyy,21606496,6/12/14,1,1,0,1,1,0,-321.9678032,-321.9678032,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,FIFA,1
Oskar Kopaczewski,21378766,5/11/14,0,1,111,1,0,24,39.88877809,27.12112994,19,33,36,0,0,2,77,8.42100831,-4.294092388,13,17,19,2,0,0,FIFA,2
P4TG30RG13V,21625824,6/15/14,1,1,3,1,1,2,-1.714261225,-1.714261225,2,7,7,0,0,0,0,0,0,0,0,0,0,0,0,FIFA,1
Phoenix9630,21788124,7/8/14,1,1,1179,0,1,29,29.66617223,29.66617223,6,6,6,0,0,0,1145,11.3645715,11.9673783,49,92,96,0,0,0,FIFA,1
Polugap,21704913,6/27/14,0,1,149,1,0,18,306.4316042,309.4713626,22,36,37,1,0,0,114,-492.4250541,-668.3575604,4,11,14,0,0,1,FIFA,3
Poseidon Nep,21727454,6/30/14,1,1,20,1,1,20,97.72141657,97.72141657,66,219,219,0,0,0,0,0,0,0,0,0,0,0,0,FIFA,1
Pprika,21787522,7/8/14,1,1,0,1,1,0,8.99910009,8.99910009,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,FIFA,1
QuartzReload,21639897,6/17/14,0,1,1095,1,0,10,585.8430224,570.891337,221,249,510,0,16,221,889,188.1521888,-190.5807709,91,105,197,5,4,70,FIFA,2
Rajeshavaghela,21603545,6/12/14,1,1,0,1,1,0,66.99330067,66.99330067,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,FIFA,1
RapdosS,21607695,6/12/14,1,1,0,1,1,0,96.99515024,96.99515024,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,FIFA,1
RazorThunder,21902977,7/24/14,0,1,997,1,0,25,80.99973,72.86330517,15,22,30,0,8,0,958,22.74990521,46.599767,8,20,24,0,4,0,FIFA,2
Reyalfre,20668798,1/29/14,1,1,0,1,1,0,12.99870013,12.99870013,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,FIFA,1
Rick13ellms,21816963,7/12/14,0,1,20,1,0,20,37.46641689,37.46641689,7,15,15,0,0,0,0,0,0,0,0,0,0,0,0,FIFA,2
Rpdodds,21609041,6/12/14,0,1,733,1,0,1,31.39937201,31.39937201,2,5,5,0,0,0,0,863.9136086,863.9136086,1,1,1,0,0,0,FIFA,2
Russsdean,21799547,7/10/14,1,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,FIFA,1
SamSkulls,21825329,7/14/14,1,1,966,1,1,16,314.99775,341.8304847,1,12,14,1,1,0,931,231.6790733,218.2127271,7,14,25,0,9,2,FIFA,1
Samuelrowland,21526810,5/31/14,0,1,405,1,0,29,6.27269876,6.571397279,10,21,22,0,0,0,372,-0.264705104,0.151514692,16,33,34,0,0,0,FIFA,3
Sankhu01,21819126,7/13/14,1,1,66,1,1,23,38.3320556,38.3320556,2,3,3,0,0,0,11,62.33125562,62.33125562,3,3,3,0,0,0,FIFA,1
Sayfutri,21566507,6/6/14,0,1,12,1,0,10,724.1520892,906.8019521,19,56,85,0,17,1,0,0,0,0,0,0,0,0,0,FIFA,2
Seardluin,21742088,7/2/14,1,1,0,1,1,0,5.99940006,5.99940006,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,FIFA,1
Shakiratrackleb,21606065,6/12/14,0,1,0,1,0,0,63.33280556,63.33280556,6,12,12,0,0,0,0,0,0,0,0,0,0,0,0,FIFA,2
Shakiriwein,21624935,6/15/14,1,1,0,1,1,0,53.99460054,53.99460054,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,FIFA,1
Soccer addict980,21781730,7/8/14,1,1,0,1,1,0,-2.333255558,-2.333255558,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,FIFA,1
Sos edelbi23,21606501,6/12/14,1,1,0,1,1,0,33.99660034,33.99660034,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,FIFA,1
Spanzi,21613175,6/13/14,1,1,1,1,1,0,-0.99990001,-0.99990001,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,FIFA,1
Superjonboy01,21561671,6/5/14,0,1,559,1,0,0,0,0,1,1,1,0,0,0,525,724.3091897,86.99565022,2,2,3,0,1,0,FIFA,2
The Replicator,21637138,6/17/14,1,1,1212,0,1,26,18.31371352,12.51850925,16,135,153,6,3,0,1150,138.3725875,132.0922383,482,9497,11353,209,428,207,FIFA,1
TheAGamer,21600093,6/11/14,1,1,46,1,1,28,88.2719248,1.33328889,2,3,11,0,8,0,15,109.9277862,58.99950834,7,12,14,0,2,0,FIFA,3
TheMrKlWl,21730941,6/30/14,1,1,0,1,1,0,228.4885756,228.4885756,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,FIFA,1
Tobyasds,21823208,7/13/14,1,1,0,1,1,0,942.9057094,942.9057094,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,FIFA,1
Tuanminh01,21609933,6/13/14,0,1,1217,0,0,26,87.51259612,86.61262383,13,31,39,3,5,0,1179,2589.311465,207.9365731,599,899,2725,24,25,1741,FIFA,3
Vanished user 9j34rnfjemnrjnasj4,21556758,6/5/14,0,1,170,1,0,30,141.084507,160.2721674,88,191,343,52,6,21,139,395.2553485,247.7042277,580,1437,5181,557,658,932,FIFA,2
Vaselineeeeeeee,21345908,5/7/14,1,1,1256,0,1,20,-136.3732953,-136.3732953,7,8,8,0,0,0,1219,103.1080126,69.08947211,3663,24488,29552,841,735,2094,FIFA,1
Vicoskachaa,21607982,6/12/14,1,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,FIFA,1
Vkhoury,21836170,7/15/14,1,1,0,1,1,0,98.99010099,98.99010099,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,FIFA,1
Xboxy,21615116,6/13/14,1,1,1,1,1,1,11.49942503,11.49942503,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,FIFA,1
XcoIu,21617654,6/14/14,1,1,0,1,1,0,95.99040096,95.99040096,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,FIFA,1
Xstokenmen,21602446,6/11/14,1,1,1,1,1,0,51.99480052,51.99480052,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,FIFA,1
Yessy1205,21753789,7/3/14,1,1,1,1,1,1,76.1814719,5.687464453,4,16,22,0,2,4,0,0,0,0,0,0,0,0,0,FIFA,1
